,SectorId,Sector,IndustryGroupId,IndustryGroup,IndustryId,Industry,SubIndustryId,SubIndustry,SubIndustryDescription,ClimateRiskMitigation
41,20,Industrials,2030,Transportation,203010,Air Freight & Logistics,20301010,Air Freight & Logistics,"Companies providing air freight transportation, courier and logistics services, including package and mail delivery and customs agents. Excludes those companies classified in the Airlines, Marine or Trucking Sub-Industries.","[
{
""risk"": ""Increased operational costs due to extreme weather events"",
""mitigation"": ""Implement advanced weather tracking systems to predict potential interruptions and disruptions, and plan logistics accordingly""
},
{
""risk"": ""Potential damage to facilities and infrastructure due to natural disasters"",
""mitigation"": ""Invest in structural improvements and adequate insurance to protect against potential damage""
},
{
""risk"": ""Costs related to the transition to lower-emission vehicles"",
""mitigation"": ""Invest in fuel-efficient or electric vehicles and explore carbon offset opportunities""
},
{
""risk"": ""Regulatory risks related to carbon pricing or emission standards"",
""mitigation"": ""Evaluate emission reduction scenarios and develop a compliant carbon footprint strategy""
},
{
""risk"": ""Resilience risk from supply chain disruptions due to extreme weather events"",
""mitigation"": ""Develop contingency plans and diversify supply chains to reduce vulnerability""
},
{
""risk"": ""Increased energy costs due to carbon pricing"",
""mitigation"": ""Invest in energy-efficient infrastructure and operations, consider renewable energy sources""
},
{
""risk"": ""Reputation risk due to perceived lack of concern for environmental issues"",
""mitigation"": ""Communicate the company's climate risks and mitigation strategies to stakeholders and actively engage in environmental stewardship""
},
{
""risk"": ""Risk of lawsuits related to climate change impacts"",
""mitigation"": ""Staying ahead of new regulations by following climate change legislation, and being compliant with all existing laws""
},
{
""risk"": ""Risk of business interruptions due to rising sea levels or flooding impacting access routes"",
""mitigation"": ""Strategic location of warehouses and logistics routes to avoid high-risk areas""
},
{
""risk"": ""Health risk to employees due to increased temperatures in the work environment"",
""mitigation"": ""Implementing heat stress prevention measures and providing appropriate training to employees""
}
]"
42,20,Industrials,2030,Transportation,203020,Airlines,20302010,Airlines,Companies providing primarily passenger air transportation.,"[
  {
    ""risk"": ""Extreme weather conditions causing flight cancellations and delays"",
    ""mitigation"": ""Invest in reliable weather prediction technology and develop comprehensive contingency plans.""
  },
  {
    ""risk"": ""Rising fuel costs due to regulatory changes aimed at reducing greenhouse gas emissions"",
    ""mitigation"": ""Incorporate fuel-efficient aircrafts and promote the use of renewable energy sources.""
  },
  {
    ""risk"": ""Damage to infrastructure from natural disasters"",
    ""mitigation"": ""Enhance construction standards for infrastructure, and insurance coverage for damage.""
  },
  {
    ""risk"": ""Regulation changes requiring emission cuts"",
    ""mitigation"": ""Invest in research and development for fuel efficient or low emission technology.""
  },
  {
    ""risk"": ""Increasing temperatures affecting aircraft performance"",
    ""mitigation"": ""Invest in new technology and aircraft design to withstand varying temperatures.""
  },
  {
    ""risk"": ""Reputation damage due to high carbon footprint"",
    ""mitigation"": ""Adopt green initiatives and transparently report emissions and sustainability efforts to the public.""
  },
  {
    ""risk"": ""Potential for increased insurance premiums due to increased risk of weather-related incidents"",
    ""mitigation"": ""Work on reducing risk factors where possible, through operational changes and new technology.""
  },
  {
    ""risk"": ""Health risks for employees and passengers due to increased heatwaves"",
    ""mitigation"": ""Improve air conditioning systems within planes and implement health and safety policies.""
  },
  {
    ""risk"": ""Increased turbulence due to climate change could lead to more incidents and safety risks"",
    ""mitigation"": ""Incorporate advanced turbulence detection technology in aircrafts.""
  }
]"
43,20,Industrials,2030,Transportation,203030,Marine,20303010,Marine,"Companies providing goods or passenger maritime transportation. Excludes cruise-ships classified in the Hotels, Resorts & Cruise Lines Sub-Industry.","[
    {
     ""risk"": ""Rising Sea Levels"",
     ""mitigation"": ""Invest in ships that can handle higher sea levels and have safety measures against flooding""
    },
    {
     ""risk"": ""Increased Storm Frequency and Intensity"",
     ""mitigation"": ""Have disaster management plans in place and regular training for staff""
    },
    {
     ""risk"": ""Ocean Acidification"",
     ""mitigation"": ""Consider diversification of services and moving to different industries""
    },
    {
     ""risk"": ""Temperature Changes"",
     ""mitigation"": ""Invest in technology that can handle significant changes in temperature""
    },
    {
     ""risk"": ""Changes in Ocean Currents"",
     ""mitigation"": ""Incorporate changes in navigational systems to account for changing ocean currents""
    },
    {
     ""risk"": ""Ice Melt in Polar Regions"",
     ""mitigation"": ""Adjust shipping routes to avoid newly exposed areas.""
    },
    {
      ""risk"": ""Increase in Cyclones and Typhoons"",
      ""mitigation"": ""Upgrade ships to withstand severe weather patterns.""
    }
]"
44,20,Industrials,2030,Transportation,203040,Road & Rail,20304010,Railroads,Companies providing primarily goods and passenger rail transportation.,"[
  {
    ""risk"": ""Extreme weather conditions causing service disruptions"",
    ""mitigation"": ""Invest in weather forecasting technologies and emergency response plans""
  },
  {
    ""risk"": ""Rising sea levels threatening coastal train routes"",
    ""mitigation"": ""Develop adaptive infrastructure and rerouting strategies""
  },
  {
    ""risk"": ""Increased heat leading to rail track deformations"",
    ""mitigation"": ""Use heat-resistant materials and increase maintenance checks during heat waves""
  },
  {
    ""risk"": ""Increase in frequency and severity of floods damaging rail infrastructure"",
    ""mitigation"": ""Improve infrastructure resilience and develop flood-risk maps""
  },
  {
    ""risk"": ""Higher temperatures affecting equipment and passenger comfort"",
    ""mitigation"": ""Upgrade cooling systems and increase frequency of equipment testing""
  },
  {
    ""risk"": ""Regulatory penalties for greenhouse gas emissions"",
    ""mitigation"": ""Invest in energy efficient technologies and renewable energy sources""
  },
  {
    ""risk"": ""Reputational risk from perceived lack of action on climate change"",
    ""mitigation"": ""Implement and communicate a comprehensive sustainability strategy""
  },
  {
    ""risk"": ""Potential disruptions in fuel supply due to climate-related events"",
    ""mitigation"": ""Diversify fuel sources and explore alternative fuel options""
  },
  {
    ""risk"": ""Increased costs of insurance due to climate related risks"",
    ""mitigation"": ""Invest in preventive measures and risk management systems""
  },
  {
    ""risk"": ""Shift in demand due to customers' environmental considerations"",
    ""mitigation"": ""Promote green practices and enhance sustainability credentials""
  }
]"
45,20,Industrials,2030,Transportation,203040,Road & Rail,20304020,Trucking,Companies providing primarily goods and passenger land transportation. Includes vehicle rental and taxi companies.,"[
    {
        ""risk"": ""Extreme weather conditions could disrupt transportation services"",
        ""mitigation"": ""Invest in all-weather vehicles, develop strong contingency plans, and business insurance""
    },
    {
        ""risk"": ""Legal and policy changes related to carbon emissions could increase operating costs"",
        ""mitigation"": ""Invest in energy-efficient vehicles, seek to reduce carbon footprint, and monitor regulatory changes""
    },
    {
        ""risk"": ""Increases in fuel costs due to carbon pricing or fuel scarcity"",
        ""mitigation"": ""Shift towards electric vehicles or other alternative fuel vehicles, and explore opportunities for fuel efficiency""
    },
    {
        ""risk"": ""Damage to infrastructure from violent storms and floods due to climate change"",
        ""mitigation"": ""Regularly inspect and perform maintenance on infrastructure, improve infrastructure resilience, and establish backup routes""
    },
    {
        ""risk"": ""Risks related to transportation interruptions due to climate-related events"",
        ""mitigation"": ""Develop and implement a robust business continuity plans, invest in technology to provide remote services""
    },
    {
        ""risk"": ""Increases in insurance premiums due to increased climate-related risks"",
        ""mitigation"": ""Invest in risk management strategies such as risk assessment, mitigation, and transfer""
    },
    {
        ""risk"": ""Risks associated with energy supply disruptions due to extreme weather events"",
        ""mitigation"": ""Invest in renewable energy sources, establish energy efficiency measures, and create contingency plans""
    },
    {
        ""risk"": ""Potential loss of reputation due to perceived lack of action on climate change"",
        ""mitigation"": ""Comprehensive corporate social responsibility strategies, improved communication about sustainability efforts""
    },
    {
        ""risk"": ""Increased maintenance and replacement costs due to weather damage"",
        ""mitigation"": ""Regular maintenance checks, use of durable materials for vehicles, and investment in insurance""
    }
]"
46,20,Industrials,2030,Transportation,203050,Transportation Infrastructure,20305010,Airport Services,Operators of airports and companies providing related services.,"[
    {
        ""risk"": ""Rising temperatures causing deterioration of airport infrastructure"",
        ""mitigation"": ""Investing in resilient materials for runway and airport infrastructure to withstand high temperatures""
    },
    {
        ""risk"": ""Increase in frequency of extreme weather events disrupting operations and causing damage"",
        ""mitigation"": ""Developing comprehensive contingency plans and improving early warning systems""
    },
    {
        ""risk"": ""Changes in precipitation causing flooding in runways and buildings"",
        ""mitigation"": ""Implementing robust drainage systems and flood protection measures""
    },
    {
        ""risk"": ""Rising sea levels posing flood risk for coastal airports"",
        ""mitigation"": ""Building sea walls, relocating critical infrastructure and considering airport relocation""
    },
    {
        ""risk"": ""Increasing CO2 emission regulations"",
        ""mitigation"": ""Investing in renewable energy sources and improving energy efficiency in airport operations""
    },
    {
        ""risk"": ""Increasing likelihood of drought affecting water availability for airport operations"",
        ""mitigation"": ""Implementing water conservation measures and exploring alternative water sources""
    },
    {
        ""risk"": ""Increasing temperatures causing discomfort for passengers and staff"",
        ""mitigation"": ""Investing in cooling solutions and adapting buildings for increased insulation""
    },
    {
        ""risk"": ""Impact of climate change on local ecosystems affecting airport environment"",
        ""mitigation"": ""Joint efforts with local environmental agencies to safeguard local ecosystems""
    }
]"
47,20,Industrials,2030,Transportation,203050,Transportation Infrastructure,20305020,Highways & Railtracks,"Owners and operators of roads, tunnels and railtracks.","[
  {
    ""risk"": ""Extreme weather conditions leading to infrastructure damage"",
    ""mitigation"": ""Invest in infrastructure durability and maintenance""
  },
  {
    ""risk"": ""Increasing temperatures causing wear and tear on railtracks"",
    ""mitigation"": ""Regular inspections and use of materials with higher resistance to heat""
  },
  {
    ""risk"": ""Increased frequency of storms disrupting transportation networks"",
    ""mitigation"": ""Implementing early warning systems and backup plans""
  },
  {
    ""risk"": ""Rising sea levels threatening tunnels and routes near the coast"",
    ""mitigation"": ""Conduct a climate vulnerability assessment and consider relocating infrastructure""
  },
  {
    ""risk"": ""Riverine flooding threatening infrastructure"",
    ""mitigation"": ""Invest in flood defenses and drainage systems""
  },
  {
    ""risk"": ""Changes in precipitation patterns affecting road safety"",
    ""mitigation"": ""Implement effective water management systems""
  },
  {
    ""risk"": ""Increased climate variability complicating maintenance schedules"",
    ""mitigation"": ""Adapt maintenance schedules to take into account potential climate disruptions""
  },
  {
    ""risk"": ""Higher temperatures resulting in more frequent bushfires threatening infrastructure"",
    ""mitigation"": ""Ensure infrastructure is equipped with fire-resistant materials and maintain vegetation around infrastructure""
  }
]"
48,20,Industrials,2030,Transportation,203050,Transportation Infrastructure,20305030,Marine Ports & Services,Owners and operators of marine ports and related services.,"[
  {
    ""risk"": ""Rising sea levels and storm surges"",
    ""mitigation"": ""Investing in infrastructure upgrades to improve resilience against flooding and surge events""
  },
  {
    ""risk"": ""Increased frequency and severity of storms"",
    ""mitigation"": ""Development and practice of emergency response plans, including evacuation and rescue plans""
  },
  {
    ""risk"": ""Ocean acidification and increase in sea temperatures"",
    ""mitigation"": ""Implementing ecosystem-based management approaches to maintain healthy marine ecosystems""
  },
  {
    ""risk"": ""Shifts in shipping routes due to melting polar ice"",
    ""mitigation"": ""Diversifying port services and capitalizing on increased Arctic shipping traffic""
  },
  {
    ""risk"": ""Regulations to reduce carbon emissions"",
    ""mitigation"": ""Investing in clean, renewable energy and energy-efficient operations""
  },
  {
    ""risk"": ""Increased operational costs due to climate change impacts"",
    ""mitigation"": ""Adopting insurance policies for climate change-related financial risks and implementing energy-efficient measures to reduce operating costs""
  },
  {
    ""risk"": ""Reputation damage due to perceived lack of climate action"",
    ""mitigation"": ""Maintaining transparent communication with stakeholders about climate action initiatives and progress""
  }
]"
49,25,Consumer Discretionary,2510,Automobiles & Components,251010,Auto Components,25101010,Auto Parts & Equipment,Manufacturers of parts and accessories for automobiles and motorcycles. Excludes companies classified in the Tires & Rubber Sub-Industry.,"[
    {
        ""risk"": ""Increasing temperatures causing operational disruptions in manufacturing plants"",
        ""mitigation"": ""Investing in cooling technologies and heat-resistant materials in the manufacturing process""
    },
    {
        ""risk"": ""Change in rainfall patterns affecting water supply used for production"",
        ""mitigation"": ""Implementing water efficiency measures in manufacturing processes and exploring alternative sources of water""
    },
    {
        ""risk"": ""Regulations related to greenhouse gas emissions affecting production methods"",
        ""mitigation"": ""Transitioning towards more sustainable production methods that reduce carbon footprints""
    },
    {
        ""risk"": ""Rise in sea levels and increased risk of flooding threatening physical assets"",
        ""mitigation"": ""Investing in flood protections for physical assets, or relocating assets to regions at lower risk of flooding""
    },
    {
        ""risk"": ""Extreme weather events disrupting supply chains"",
        ""mitigation"": ""Building robust and resilient supply chains with multiple supply options""
    },
    {
        ""risk"": ""Increased demand for electric vehicles due to climate change concerns"",
        ""mitigation"": ""Investing in research and development for electric vehicle components""
    },
    {
        ""risk"": ""Risk of reputational damage from perceived lack of action on climate change"",
        ""mitigation"": ""Developing a clear and transparent sustainability policy, with measurable targets and reporting""
    },
    {
        ""risk"": ""Increased costs related to the introduction of carbon taxes"",
        ""mitigation"": ""Development of business strategies that account for carbon pricing, including reducing carbon footprint""
    },
    {
        ""risk"": ""Threat of lawsuits related to environmental damage from manufacturing processes"",
        ""mitigation"": ""Ensuring strict environmental compliance and adopting environmentally friendly manufacturing processes""
    }
]"
50,25,Consumer Discretionary,2510,Automobiles & Components,251010,Auto Components,25101020,Tires & Rubber,Manufacturers of tires and rubber.,"[
  {
    ""risk"": ""Extreme weather events disrupting production"",
    ""mitigation"": ""Developing a robust disaster management plan""
  },
  {
    ""risk"": ""Changes in temperatures affecting the physical properties of rubber"",
    ""mitigation"": ""Research and development on resilient materials or adaptive production processes""
  },
  {
    ""risk"": ""Rise in the cost of raw materials due to climate change related impacts on rubber plantations"",
    ""mitigation"": ""Diversification of raw material sources and investing in sustainable rubber farming""
  },
  {
    ""risk"": ""Increased regulation around emissions and waste management"",
    ""mitigation"": ""Improving production efficiency and investing in cleaner technologies""
  },
  {
    ""risk"": ""Damaged reputation from poor environmental practices"",
    ""mitigation"": ""Implementing robust environmental management systems and prioritizing transparent reporting""
  },
  {
    ""risk"": ""Increased demand for ‘greener’ products from consumers"",
    ""mitigation"": ""Innovating and expanding product range to include more environmentally-friendly options""
  },
  {
    ""risk"": ""Carbon pricing and other climate-related financial risks"",
    ""mitigation"": ""Incorporating climate risk into financial planning and decision making""
  },
  {
    ""risk"": ""Increased energy costs due to transition to low-carbon economy"",
    ""mitigation"": ""Investing in energy efficiency and renewable energy""
  }
]"
51,25,Consumer Discretionary,2510,Automobiles & Components,251020,Automobiles,25102010,Automobile Manufacturers,Companies that produce mainly passenger automobiles and light trucks. Excludes companies producing mainly motorcycles and three-wheelers classified in the Motorcycle Manufacturers Sub-Industry and heavy duty trucks classified in the Construction Machinery & Heavy Trucks Sub-Industry.,"[
    {
        ""risk"": ""Regulatory risks due to increase in emissions standards"",
        ""mitigation"": ""Invest in Research and Development for cleaner and more fuel-efficient technologies""
    },
    {
        ""risk"": ""Increasing costs due to carbon pricing"",
        ""mitigation"": ""Develop more energy-efficient production processes which produce less carbon emissions""
    },
    {
        ""risk"": ""Damage to infrastructure due to extreme weather conditions"",
        ""mitigation"": ""Creating a comprehensive emergency and disaster response plan and to invest in facilities that are resilient to severe weather conditions""
    },
    {
        ""risk"": ""Decrease in demand due to increasing consumer preference for eco-friendly vehicles"",
        ""mitigation"": ""Investing in electric vehicle and hybrid vehicle production""
    },
    {
        ""risk"": ""Supply chain disruptions due to changing climate patterns"",
        ""mitigation"": ""Diversify supply chains and invest in local suppliers to reduce dependence on long supply chains""
    },
    {
        ""risk"": ""Potential legal actions for non-compliance with environmental regulations"",
        ""mitigation"": ""Ensure compliance with all applicable environmental regulations and stay updated with potential changes""
    },
    {
        ""risk"": ""Reputational damage due to perceived lack of action on climate change"",
        ""mitigation"": ""Communicate clearly about the company's initiatives towards addressing climate change and reduce environmental impact""
    }
]"
52,25,Consumer Discretionary,2510,Automobiles & Components,251020,Automobiles,25102020,Motorcycle Manufacturers,"Companies that produce motorcycles, scooters or three-wheelers. Excludes bicycles classified in the Leisure Products Sub-Industry.","[
    {
        ""risk"": ""Increased production cost due to extreme weather"",
        ""mitigation"": ""Implementing contingency plans and exploring diverse supply chain sources""
    },
    {
        ""risk"": ""Rise in raw material price due to climate related regulations"",
        ""mitigation"": ""Sourcing materials that meet environmental compliance and exploring renewable materials for production""
    },
    {
        ""risk"": ""Damage or disruption to manufacturing facilities due to natural disasters"",
        ""mitigation"": ""Investing in facility safety measures and insurance, and diversifying production locations""
    },
    {
        ""risk"": ""Possible decrease in demand due to weather changes affecting riding conditions"",
        ""mitigation"": ""Diversification of product lines, including electric or weather-resistant models""
    },
    {
        ""risk"": ""Increased regulatory scrutiny and potential penalties due to carbon emissions"",
        ""mitigation"": ""Development of electric or hybrid models, and implementation of energy-efficient production processes""
    },
    {
        ""risk"": ""Increase in employee health and safety incidents due to extreme heat conditions"",
        ""mitigation"": ""Investing in climate control and safety measures on production floors and providing adequate worker training""
    },
    {
        ""risk"": ""Potential increase in shipping costs due to climate change disruptions"",
        ""mitigation"": ""Establishing flexible transportation routes and building strategic partnerships with shipping companies""
    },
    {
        ""risk"": ""Reputation risk associated with producing carbon-emitting products"",
        ""mitigation"": ""Engaging in environmentally responsible operations, creating CSR initiatives and communicating these efforts to stakeholders""
    }
]"
53,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201010,Consumer Electronics,"Manufacturers of consumer electronics products including TVs, home audio equipment, game consoles, digital cameras, and related products. Excludes personal home computer manufacturers classified in the Technology Hardware, Storage & Peripherals Sub-Industry, and electric household appliances classified in the Household Appliances Sub-Industry.","[
  {
    ""risk"": ""Increase in energy costs due to climate change policies"",
    ""mitigation"": ""Investing in energy efficient equipment and practices to reduce energy usage""
  },
  {
    ""risk"": ""Disruptions in supply chain due to extreme weather patterns"",
    ""mitigation"": ""Diversify supply chains and maintain sufficient stock levels to avoid supply chain interruptions""
  },
  {
    ""risk"": ""Damaged assets due to natural disasters"",
    ""mitigation"": ""Investing in risk and disaster management strategies and insurance""
  },
  {
    ""risk"": ""Increased cost and scarcity of raw materials due to climate change"",
    ""mitigation"": ""Development of alternative materials and sustainable sourcing strategies""
  },
  {
    ""risk"": ""Stringent environmental regulations and standards"",
    ""mitigation"": ""Complying with regulations and adopting green manufacturing practices""
  },
  {
    ""risk"": ""Reputational damage due to perceived lack of environmental responsibility"",
    ""mitigation"": ""Developing and promoting sustainability initiatives""
  },
  {
    ""risk"": ""Physical damage to manufacturing facilities due to extreme weather events"",
    ""mitigation"": ""Investing in infrastructure resilience and business continuity planning""
  },
  {
    ""risk"": ""Rising water costs due to scarcity"",
    ""mitigation"": ""Implementing water conservation practices and technologies in manufacturing processes""
  }
]"
54,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201020,Home Furnishings,"Manufacturers of soft home furnishings or furniture, including upholstery, carpets and wall-coverings.","[
  {
    ""risk"": ""Increase in production costs due to extreme weather conditions"",
    ""mitigation"": ""Investing in resilient infrastructure to withstand extreme weather conditions""
  },
  {
    ""risk"": ""Potential scarcity of raw materials due to climate change"",
    ""mitigation"": ""Establishing sustainable sourcing strategies and diversifying supply chain""
  },
  {
    ""risk"": ""Water scarcity affecting operations"",
    ""mitigation"": ""Implementing water use efficiency measures in production processes""
  },
  {
    ""risk"": ""Emissions and waste regulation compliance"",
    ""mitigation"": ""Implementing robust waste management and emission reduction strategies""
  },
  {
    ""risk"": ""Consumer shift towards environmentally friendly products"",
    ""mitigation"": ""Adopting sustainable production practices and marketing this to consumers""
  },
  {
    ""risk"": ""Potential climate-related transportation disruptions"",
    ""mitigation"": ""Diversifying transportation routes and methods""
  },
  {
    ""risk"": ""Risk of wildfires or floods damaging facilities"",
    ""mitigation"": ""Investing in appropriate insurance and risk assessment strategies""
  },
  {
    ""risk"": ""Increased energy costs due to carbon pricing"",
    ""mitigation"": ""Investing in energy efficient processes and renewable energy""
  },
  {
    ""risk"": ""Reputation damage due to perceived lack of climate action"",
    ""mitigation"": ""Communicating sustainability strategies and accomplishments to stakeholders""
  }
]"
55,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201030,Homebuilding,Residential construction companies. Includes manufacturers of prefabricated houses and semi-fixed manufactured homes.,"[
  {
    ""risk"": ""Increase in temperature leading to dangerous working conditions"",
    ""mitigation"": ""Implementing AC systems at the workspace and allowing more flexibility in working hours during extreme hot weather""
  },
  {
    ""risk"": ""Extreme weather events causing damage or delays"",
    ""mitigation"": ""Ensuring comprehensive insurance coverage and strengthening the structural designs""
  },
  {
    ""risk"": ""Shortage of water for construction due to severe drought"",
    ""mitigation"": ""Investing in water-efficient appliances and rainwater harvesting systems""
  },
  {
    ""risk"": ""Regulatory changes forcing the adoption of greener building materials"",
    ""mitigation"": ""Preemptively incorporating green building standards into designs and diversifying material suppliers""
  },
  {
    ""risk"": ""Scarcity of raw materials due to climate-induced disruptions in supply chain"",
    ""mitigation"": ""Establish supply chain partnerships with multiple suppliers and regions, promote recycling and reusing of materials where possible""
  },
  {
    ""risk"": ""Increase in insurance costs due to climate-related events"",
    ""mitigation"": ""Adopting mitigation strategies to lower risk of damages and reducing dependence on insurance""
  },
  {
    ""risk"": ""Market demand for energy-efficient homes"",
    ""mitigation"": ""Developing expertise in energy-efficient building design and retrofitting old designs for better energy performance""
  },
  {
    ""risk"": ""Flooding caused by increasing sea levels or heavy rain"",
    ""mitigation"": ""Considering all potential flooding scenarios during the design process and investing in flood barriers and drainage systems""
  },
  {
    ""risk"": ""Shifts in the availability and cost of labour due to extreme weather conditions"",
    ""mitigation"": ""Creating fair working conditions to retain labour and considering the use of automated systems""
  }
]"
56,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201040,Household Appliances,"Manufacturers of electric household appliances and related products. Includes manufacturers of power and hand tools, including garden improvement tools. Excludes TVs and other audio and video products classified in the Consumer Electronics Sub-Industry and personal computers classified in the Technology Hardware, Storage & Peripherals Sub-Industry.","[
  {
    ""risk"": ""Increase in power failures due to severe weather events"", 
    ""mitigation"": ""Investing in alternative energy sources or energy storage solutions to ensure continued operations during power failures""
  },
  {
    ""risk"": ""Shortages in raw materials due to climate-related disruptions in supply chain"", 
    ""mitigation"": ""Diversifying supplier base, sourcing materials from regions less susceptible to climate change impacts""
  }, 
  {
    ""risk"": ""Higher operating costs due to stringent climate change regulations and taxes"",
    ""mitigation"": ""Implementing energy efficient operations, investing in clean technology to reduce emissions""
  },
  {
    ""risk"": ""Damage to manufacturing sites due to extreme weather events"",
    ""mitigation"": ""Relocating facilities to safer areas, investing in infrastructure improvements to withstand extreme weather""
  },
  {
    ""risk"": ""Decrease in product demand due to consumers shifting to more eco-friendly alternatives"",
    ""mitigation"": ""Developing innovative, energy efficient appliances and tools, launching marketing campaigns promoting company's commitment to sustainability""
  },
  {
    ""risk"": ""Operational disruptions due to climate-related health issues impacting workforce"",
    ""mitigation"": ""Implementing comprehensive health and safety policies, offering flexible working arrangements during high-risk periods""
  },
  {
    ""risk"": ""Potential litigation due to non-compliance with environmental regulations"",
    ""mitigation"": ""Regularly reviewing and updating corporate compliance policies, conducting thorough environmental impact assessments""
  },
  {
    ""risk"": ""Reputational damage due to perceived lack of action on climate change"",
    ""mitigation"": ""Publicizing the company's climate action steps, joining industry-wide initiatives to combat climate change""
  } 
]"
57,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252010,Household Durables,25201050,Housewares & Specialties,"Manufacturers of durable household products, including cutlery, cookware, glassware, crystal, silverware, utensils, kitchenware and consumer specialties not classified elsewhere.","[
  {
    ""risk"": ""Increased production costs due to extreme weather conditions/plant shutdowns"",
    ""mitigation"": ""Invest in localized production facilities, adequate safety measures in place to ensure production efficiency, appropriate insurance coverage""
  },
  {
    ""risk"": ""Resource scarcity due to environmental changes"",
    ""mitigation"": ""Resource-efficient design of products, increased recycling efforts to reuse materials, diversification of supply chain""
  }, 
  {
    ""risk"": ""Regulatory compliance costs related to emissions and carbon footprint"",
    ""mitigation"": ""Investment in green technology, energy efficient production methods, green certification""
  },
  {
    ""risk"": ""Potential customer shift due to increasing awareness of global warming issues"",
    ""mitigation"": ""Presentation of a strong sustainability plan and environmentally friendly product line""
  },
  {
    ""risk"": ""Increase in transport costs due to weather disruptions or environmental regulations"",
    ""mitigation"": ""Optimization of logistics routes, utilization of clean transport solutions, strategies to reduce the need for long-haul freight""
  },
  {
    ""risk"": ""Higher energy costs in areas with changing climate patterns"",
    ""mitigation"": ""Investment in energy efficient equipment, use of renewable energy sources""
  },
  {
    ""risk"": ""Risk of damage to reputation due to lack of environmental commitment"",
    ""mitigation"": ""Communication of environmental policies, active corporate social responsibility initiatives, independent auditing of sustainability metrics""
  },
  {
    ""risk"": ""Potential for increased insurance costs due to climate risks"",
    ""mitigation"": ""Strategic risk management plan, adequate insurance coverage""
  }
]"
58,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252020,Leisure Products,25202010,Leisure Products,"Manufacturers of leisure products and equipment including sports equipment, bicycles and toys.","[
  {
    ""risk"": ""Raw material scarcity due to extreme climatic events"",
    ""mitigation"": ""Diversifying supplier base and using alternative materials""
  },
  {
    ""risk"": ""Supply chain disruption due to natural disasters"",
    ""mitigation"": ""Implementing a robust supply chain risk management system""
  },
  {
    ""risk"": ""Increased cost of operation due to carbon pricing"",
    ""mitigation"": ""Investing in energy-efficient production methods and renewable energy""
  },
  {
    ""risk"": ""Damage to manufacturing facilities due to extreme weather events"",
    ""mitigation"": ""Investing in infrastructure resilience and insurance""
  },
  {
    ""risk"": ""Reduced consumer interest due to changes in outdoor conditions"",
    ""mitigation"": ""Developing products for indoor and altered outdoor conditions""
  },
  {
    ""risk"": ""Increased product liability due to use in extreme outdoor conditions"",
    ""mitigation"": ""Investing in product design and rigorous testing practices""
  },
  {
    ""risk"": ""Regulatory changes to decrease carbon footprint"",
    ""mitigation"": ""Implement corporate sustainability practices such as reducing waste and increasing product lifespan""
  },
  {
    ""risk"": ""Reputational risk if not seen as sustainable"",
    ""mitigation"": ""Publicize sustainability efforts, certifications, and target goals""
  },
  {
    ""risk"": ""Increased shipping costs due to rise in fuel prices"",
    ""mitigation"": ""Exploring alternative, more sustainable means of transport""
  },
  {
    ""risk"": ""Increased energy costs due to climate change mitigation policies"",
    ""mitigation"": ""Improving energy efficiency and investing in renewable energy""
  }
]"
59,25,Consumer Discretionary,2520,Consumer Durables & Apparel,252030,"Textiles, Apparel & Luxury Goods",25203010,"Apparel, Accessories & Luxury Goods","Manufacturers of apparel, accessories & luxury goods. Includes companies primarily producing designer handbags, wallets, luggage, jewelry and watches. Excludes shoes classified in the Footwear Sub-Industry.","[
    {
        ""risk"": ""Increases in temperature can affect the comfort and health of workers, reducing productivity"",
        ""mitigation"": ""Install advanced cooling systems in workplaces and allow more flexible work arrangements""
    },
    {
        ""risk"": ""Severe weather events can disrupt the supply chain"",
        ""mitigation"": ""Develop flexible supply chains and invest in weather forecasting technologies""
    },
    {
        ""risk"": ""Rising sea levels can threaten manufacturing facilities and warehouses located near the coast"",
        ""mitigation"": ""Relocate or reinforce structures and facilities at risk of being affected by rising sea levels""
    },
    {
        ""risk"": ""Changes in rainfall patterns can affect the availability of water needed for production"",
        ""mitigation"": ""Implement water-efficient technologies and strategies, and consider sourcing water from multiple locations""
    },
    {
        ""risk"": ""Increased regulation around carbon emissions could increase costs"",
        ""mitigation"": ""Invest in energy-efficient technologies and renewable energy sources, and consider participating in carbon trading schemes""
    },
    {
        ""risk"": ""Consumers are increasingly demanding environmentally friendly products"",
        ""mitigation"": ""Invest in research and development to create more sustainable products and production processes""
    },
    {
        ""risk"": ""Changes in climate could impact the availability or cost of raw materials"",
        ""mitigation"": ""Diversify supply of raw materials and build relationships with suppliers committed to sustainable practices""
    },
    {
        ""risk"": ""Heatwaves and extreme weather leading to energy supply disruptions"",
        ""mitigation"": ""Invest in onsite renewable energy generation and energy storage solutions""
    }
]"
